"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"7105",276.060328232279,-0.146826271683854,0.0946143690579881,-1.55183904036675,0.120700741973851,NA
"8813",677.024689665095,0.0409516430645079,0.0730113469461348,0.560894227779698,0.574869645237533,0.829425164973982
"57147",68.7994045222748,0.0810425565043676,0.147743033492095,0.548537244625505,0.583323062840626,NA
"55732",96.8453110229217,-0.00812746830018553,0.121636219805356,-0.0668178303567078,0.946726728558921,NA
"2268",31.4356087515668,0.0485970440216578,0.215284807216294,0.225733736857859,0.821408517020809,NA
"3075",45.4114323981279,-0.215218571005917,0.171230358255882,-1.25689494081593,0.208791680748364,NA
"2519",345.77013663246,0.0575239674813886,0.0777460311692776,0.73989587141935,0.459363179754821,0.761527853040649
"2729",284.852102889547,0.0769580212173283,0.0738357612378535,1.04228655501251,0.297278843931537,NA
"4800",642.972466205249,-0.000415745889106464,0.0669817349068051,-0.006206854595285,0.995047678345362,0.99981937477229
"90529",45.4034499450897,0.0564393932366348,0.172070455101366,0.328001650273933,0.742910414853833,NA
"57185",347.369623097447,-0.0372360132289527,0.0685817914313222,-0.54294314061832,0.587168951665675,0.834368640041465
"81887",922.819500821555,-0.0857005495749933,0.0492837131603874,-1.73892233517576,0.0820484249214628,0.399090791717436
"22875",43.7315855031437,-0.238313473233102,0.167428534417516,-1.42337430153226,0.154627678101998,NA
"6405",116.950982284239,0.149339738303375,0.109783507956717,1.36031122600176,0.173731457398286,NA
"1080",125.15874814557,-0.207631491244483,0.109988373989939,-1.88775853040136,0.0590583747486035,NA
"54467",541.273701961545,-0.0592611384336759,0.0634188327459293,-0.934440699517286,0.350076611777432,0.684796262685528
"1595",6.57997150625359,-0.423703895921466,0.466878768502634,-0.907524446400427,0.364129527855203,NA
"889",101.409681137224,-0.173287143488699,0.119209510183344,-1.45363522777825,0.146047464728144,NA
"5893",126.351463884843,0.0876590902267334,0.112181611278461,0.781403379999093,0.434565283801282,NA
"572",20.8812663247521,0.147323054441444,0.25495037040142,0.57784993294767,0.5633654400834,NA
"51056",476.006057020785,0.146753981245515,0.0716939994147825,2.04694929064392,0.0406630637290251,0.292617311032037
"26",14.5907920275981,0.0346517259373987,0.308382973477158,0.112365885660563,0.910533303285734,NA
"23072",27.4728282555623,0.265888538086927,0.248591352105476,1.06958080333427,0.284808039778868,NA
"8379",8.49001195447537,0.60416283040323,0.404550512220368,1.49341753910357,0.135327924685406,NA
"3927",1309.2114027533,-0.0749992856284207,0.047867839919395,-1.56679903991307,0.117161671893488,0.460423124887488
"29916",57.571486455938,0.178366150989429,0.149061248168222,1.19659638693039,0.23146390942879,NA
"4074",716.413228392845,-0.0773767396937537,0.0589794421311308,-1.31192729021952,0.189544668560892,0.549654565879476
"90293",106.152209435148,0.10024460661319,0.120984171922766,0.828576209763903,0.407344254507972,NA
"56603",21.5240652465333,0.171206699682641,0.257761627153459,0.664205535840727,0.506558770843826,NA
"3382",145.33803402211,-0.0966232835510612,0.115593657913033,-0.835887411952617,0.403218244717324,NA
"79007",133.684320560913,0.115250803478516,0.11260041775206,1.02353797418666,0.306053554755178,NA
"57679",276.406249439045,0.089766193211491,0.0851304149868489,1.05445501734437,0.291674644832207,NA
"843",85.9903716199224,0.0860780565972672,0.125277784334401,0.687097533330418,0.492021268532252,NA
"8837",336.287494025076,-0.0652835374895228,0.0917056574101258,-0.711881244115201,0.476538317451096,0.771788695150744
"7035",633.488934072454,-0.0966402630334016,0.0555635417716102,-1.73927471057612,0.0819864534645104,0.399090791717436
"55471",235.502227412491,-0.0415348240289288,0.0822359224025677,-0.505069108674969,0.613510297396931,NA
"10181",651.384180299816,-0.135739351723356,0.0614994828126255,-2.20716249170619,0.0273027091827101,0.246156129807361
"9108",24.4800479173402,-0.311903334626789,0.231545239168392,-1.34705138290473,0.177963684519352,NA
"6542",1476.08452029807,-0.0871944499586398,0.0549983908954534,-1.58540001878215,0.112875476924821,0.454476352891744
"381",144.463030333712,0.0928556931962819,0.097339647807034,0.953934961634122,0.340116564969263,NA
"23098",21.2789736841964,0.15163124808059,0.248077434780594,0.61122547568543,0.541050320042249,NA
"26073",401.952675525951,0.161530128145856,0.0641645894319573,2.51743414203793,0.0118213067246388,0.183877710960636
"23129",664.009766115626,0.102210003199907,0.0664149030823943,1.53896186633149,0.12381360611428,0.468236678793006
"204",1739.13624797511,-0.00682248445348512,0.0450094063728864,-0.151579080980614,0.879518933693095,0.956306083554039
"952",193.772776965316,-0.0326548780829888,0.0887002298096841,-0.368148742715248,0.712762327707436,NA
"2288",1482.28442816052,-0.053181242974526,0.045050231071189,-1.18048768474657,0.237806305697752,0.596701473832939
"23028",1550.34009055054,0.017624623795123,0.0443248776354194,0.397623743941018,0.690907555487755,0.882069332731176
"10180",1407.07690934566,-0.0806668146484129,0.043445650716533,-1.8567293461602,0.0633496701740162,0.359826126588412
"84254",99.3722628227304,0.115802680782192,0.13067676828683,0.886176497172091,0.375522426411824,NA
"5965",451.100024520713,-0.0892468681647417,0.0772423810793952,-1.15541321898153,0.247921251215444,0.605955479119199
"55610",202.849657298847,0.0146412178407944,0.0879367691474691,0.166497109033438,0.867765758076951,NA
"126393",33.9357218065159,-0.102726935995281,0.214803025730738,-0.478237844396345,0.632480929726289,NA
"115703",136.240557235792,0.113998314500256,0.112743849453565,1.01112668276603,0.311955800983786,NA
"4706",819.00780914762,0.0724586186201187,0.0922076319452284,0.785820187456493,0.431972837986247,0.744738910978021
"5166",459.26042670988,-0.0388105403984736,0.0686032651801108,-0.565724390764499,0.571581151905412,0.827583364081915
"85413",20.595252964844,0.196609210930744,0.258018310241029,0.7619971262779,0.446061719302047,NA
"10165",455.077383308258,-0.126217310912014,0.0657629272903084,-1.9192775643157,0.0549492158238772,0.335487445293631
"7982",105.06224671416,0.0634992440299117,0.126810393698732,0.500741636216107,0.616552965516575,NA
"996",785.111192175366,-0.0731348704794301,0.0589463620170345,-1.24070202090326,0.214715847481285,0.569832357222735
"799",51.3001509175769,-0.120978983589069,0.157090998187178,-0.770120407821966,0.441228471339492,NA
"3052",304.640151557815,0.0181768218543071,0.0762625807059604,0.238345223647624,0.811613348406614,NA
