"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"7105",334.597759016525,0.0925983170682584,0.0666093165931557,1.39017065186003,0.164477063084155,0.548045649337881
"8813",507.589470023732,0.0467110788856775,0.0524983967191945,0.889762008076696,0.373593690514404,0.733788436659519
"57147",92.8550514630655,0.145924511152692,0.12242991944231,1.19190237008571,0.233299528761565,NA
"55732",184.456502921677,-0.0273901451238825,0.0885711858025441,-0.30924442159942,0.757135605240426,NA
"2268",76.6334113255071,-0.00111661649983046,0.133864283593602,-0.00834140720627466,0.993344597154295,NA
"3075",49.7787243764949,0.255610596582771,0.169095270251862,1.51163658334173,0.130626339671342,NA
"2519",636.090090707769,0.0858291082155802,0.0488495982439962,1.75700745350815,0.0789165387620367,0.404979546849611
"2729",324.469497651259,-0.0496936912558079,0.0650677344235378,-0.763722476217514,0.445032643674019,0.781077114387592
"4800",515.22920046173,0.0412877600475334,0.0527996585378237,0.781970209484525,0.43423208142334,0.775403448274703
"90529",86.5806164175322,0.0129309471596871,0.123478414673983,0.104722328949787,0.916596143442369,NA
"57185",322.444407662781,0.0600105031414503,0.0655482268708709,0.91551680352346,0.359920385134187,0.725687494586359
"81887",854.304602476,0.0108131738444548,0.0410033043622822,0.263714693550443,0.791999772414575,0.936965158867841
"22875",34.7499028012474,-0.222297889097154,0.194692509949231,-1.1417896310193,0.253541473407547,NA
"6405",257.969321948109,-0.0413316462965117,0.0721340884767372,-0.57298355284327,0.566655830182768,0.847899600414469
"1080",111.938527046794,0.0337515162505,0.110154878110522,0.306400559189362,0.759299682648679,NA
"54467",596.602915867196,-0.0229979475379613,0.049664178100336,-0.463069125829463,0.643314819366012,0.885358846498272
"1595",36.5302165239781,-0.0856716842314937,0.19242874634431,-0.445212505195053,0.656166190451504,NA
"889",74.3810846970493,-0.0861696839880866,0.136929049055788,-0.629301704658587,0.529151555571399,NA
"5893",147.452587450558,-0.0275155331395839,0.0965888062140978,-0.284872897989786,0.775741520308515,NA
"572",72.4475360214205,0.0610788756438247,0.139563634689087,0.437641766638519,0.661645989293821,NA
"51056",618.599587502331,0.0575911565982512,0.0483726361016514,1.19057304376027,0.233821239144357,0.616813016662149
"26",28.4524351567573,-0.000154709849797415,0.215930049481509,-0.000716481333510106,0.9994283306548,NA
"23072",25.5721719109727,0.281201771208952,0.224940390896788,1.25011684245708,0.21125686811476,NA
"8379",25.0781476569645,0.228742498558909,0.236750955576811,0.966173496540318,0.333957372538692,NA
"3927",1768.29060194502,0.0139645876358201,0.0292810191277025,0.47691603816509,0.633421910926612,0.881007487177917
"29916",166.941432984531,0.0204100553810353,0.0958922914236148,0.21284354642097,0.831448996738332,NA
"4074",792.695475240431,-0.00978423232642751,0.0433064301414425,-0.225930243949256,0.821255674652001,0.947412688718998
"90293",112.869009374147,-0.0377618437230509,0.109053850740801,-0.34626786185481,0.729141418895605,NA
"56603",35.1760094362625,-0.0722089635880679,0.202130564061144,-0.357239212800221,0.720912732479234,NA
"3382",112.490796304109,-0.0676117705343555,0.113362726157676,-0.596419765349632,0.550894839549633,NA
"79007",302.031658638074,-0.134689199088143,0.0694777615635561,-1.93859439419236,0.0525507466926848,0.332719043958057
"57679",275.75599478377,0.0558633993074412,0.0730504665918982,0.764723374314995,0.444436284418219,0.780714561414112
"843",138.354513131548,0.0759961469345867,0.100497668721908,0.756198107887252,0.449530427050034,NA
"8837",298.301601970677,-0.102064789263832,0.0715747265812789,-1.42598923026174,0.153871450799765,0.534540546875891
"7035",449.930919583798,0.00676851756029335,0.0559394785102294,0.120997151574368,0.903693291333547,0.97765137352175
"55471",183.12045103737,-0.0800627237820642,0.0871548953325232,-0.918625666138429,0.35829140245122,NA
"10181",680.84539686897,0.0337413606280147,0.0449243122292441,0.751071278639415,0.452609759808029,0.786713304987688
"9108",14.6480652049027,0.106606633847008,0.31567436310064,0.33771077511613,0.735581153985651,NA
"6542",1388.89272205432,-0.0253721075237769,0.0334270963771789,-0.759028161988329,0.447835710495254,0.783889045007771
"381",599.333633779159,0.0436501664407726,0.0480439232255712,0.908547085878699,0.363589248434705,0.728471700762611
"23098",34.5834225544155,0.175387436982308,0.203763702153468,0.860739352145323,0.389381614200008,NA
"26073",1163.45843154977,-0.016592370834503,0.0363556313027326,-0.456390667413769,0.648109075571941,0.888783288466914
"23129",1212.60024363257,-0.0918364465224718,0.0346648578912045,-2.64926649377015,0.00806666948902913,0.123067126392001
"204",2429.41902250465,0.0396009386209042,0.0261646366266446,1.51352908836413,0.130145318126416,0.501607455073548
"952",261.977293084258,0.0870211884538553,0.0732246474669176,1.18841389428568,0.234670385054644,0.618054858515925
"2288",1742.09669448509,0.0195839739361515,0.0293996490739836,0.666129513548575,0.505328321516771,0.817794320103274
"23028",1675.52763367924,0.0120198805956952,0.0323509054823972,0.371546960323428,0.71023018572822,0.910860884428679
"10180",1059.08521935485,0.133289968342792,0.0386932389224992,3.4447870494834,0.000571509450399933,0.0200231402699022
"84254",141.504779601886,-0.0670548476503209,0.101251263841535,-0.662261833642553,0.507803432340789,NA
"5965",398.923532537404,-7.3930219713189e-05,0.0603302466515103,-0.00122542545102189,0.999022252196923,0.999841458635789
"55610",191.926459073583,-0.187135889999786,0.0828165137793564,-2.25964462230759,0.0238433158091473,NA
"126393",90.0079189700165,0.0648222845690284,0.124162126295618,0.522077758355174,0.601616191717578,NA
"115703",355.427550625331,-0.0798409263035217,0.0644813597973888,-1.23820165322808,0.215641298705889,0.600604509434953
